Text,Sentiment,Timestamp,Likes,Retweets,Hashtags,Platform,Country
Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! ,Excitement,2023-08-31 20:15:00,42.0,24.0,#BurgerQuest #HighSchoolFoodie,Twitter,UK
Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! ,Joy,2023-09-01 14:45:00,39.0,21.0,#StandUpComedy #HighSchoolTalent,Instagram,Canada
Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! ,Embarrassed,2023-09-02 18:30:00,33.0,17.0,#LoveLetterFail #HighSchoolAwkward,Facebook,USA
Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! ,Excitement,2023-09-03 22:00:00,44.0,23.0,#ScienceGeek #HighSchoolExperiments,Twitter,UK
Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! ,Joy,2023-09-04 15:15:00,37.0,19.0,#FriendshipBracelets #HighSchoolCrafts,Instagram,USA
Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! ,Excitement,2023-09-05 12:30:00,52.0,27.0,#CartwheelChallenge #HighSchoolAthlete,Twitter,Canada
Organizing a movie marathon with friends. Popcorn and cinematic adventures await! ,Joy,2023-09-06 16:45:00,43.0,22.0,#MovieNight #HighSchoolMemories,Facebook,UK
Experimenting with a new hair color. A bold change for a bold semester! ,Excitement,2023-09-07 18:20:00,39.0,20.0,#HairExperiment #HighSchoolStyle,Instagram,USA
Building a time capsule to capture memories for the future. Time-traveling emotions! ,Joy,2023-09-08 14:15:00,48.0,26.0,#TimeCapsule #HighSchoolNostalgia,Facebook,Canada
Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! ,Embarrassed,2023-09-09 17:30:00,32.0,16.0,#FirstDayOops #HighSchoolEmbarrassment,Twitter,USA
Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! ,Excitement,2023-09-10 20:45:00,42.0,23.0,#HealthyLiving #HighSchoolWellness,Instagram,UK
Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. ,Sad,2023-09-11 15:45:00,28.0,15.0,#SchoolChallenges #HighSchoolStruggles,Twitter,USA
Encountered some mean-spirited comments online. Dealing with online hate is never easy. ,Hate,2023-09-12 12:30:00,36.0,18.0,#OnlineHate #HighSchoolReality,Instagram,Canada
Had a bad day at school. Everything seems to be going wrong. ,Bad,2023-09-13 16:45:00,40.0,20.0,#BadDay #HighSchoolBlues,Facebook,UK
Feeling down after not making the sports team. Disappointment lingers. ,Sad,2023-09-14 18:20:00,34.0,17.0,#Disappointment #HighSchoolSports,Twitter,USA
Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. ,Hate,2023-09-15 14:15:00,41.0,21.0,#CafeteriaDrama #HighSchoolTension,Instagram,Canada
Received a not-so-great grade on a major project. Academic frustration setting in. ,Bad,2023-09-16 17:30:00,38.0,19.0,#AcademicFrustration #HighSchoolStress,Facebook,UK
Dealing with a personal setback. Sometimes life throws unexpected challenges. ,Sad,2023-09-17 20:45:00,44.0,22.0,#LifeChallenges #HighSchoolStruggles,Twitter,USA
Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. ,Sad,2023-09-18 22:00:00,31.0,16.0,#LonelyNights #HighSchoolEmotions,Instagram,Canada
Experiencing cyberbullying. Hateful messages online are disheartening. ,Hate,2023-09-19 15:15:00,27.0,14.0,#StopCyberbullying #HighSchoolReality,Facebook,UK
Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. ,Bad,2023-09-20 12:30:00,35.0,18.0,#BadLuck #HighSchoolWeather,Twitter,USA
Missing an important event due to unforeseen circumstances. A day filled with sadness. ,Sad,2023-09-21 16:45:00,39.0,20.0,#MissedChances #HighSchoolRegret,Instagram,Canada
Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. ,Hate,2023-09-22 18:20:00,46.0,23.0,#RumorMills #HighSchoolDrama,Facebook,UK
Got a flat tire on the way to an important meeting. Talk about a series of bad events! ,Bad,2023-09-23 14:15:00,50.0,25.0,#BadLuckDay #HighSchoolStruggles,Twitter,USA
Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. ,Sad,2023-09-24 17:30:00,42.0,21.0,#SayingGoodbye #HighSchoolEmotions,Instagram,Canada
Facing rejection from a dream college. Disheartened but determined to explore other paths. ,Sad,2023-09-25 20:45:00,37.0,19.0,#CollegeDreams #HighSchoolJourney,Facebook,UK
Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. ,Hate,2023-09-26 14:15:00,32.0,16.0,#OnlineGaming #HighSchoolGamer,Twitter,USA
Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. ,Bad,2023-09-27 17:30:00,36.0,18.0,#BadHairDay #HighSchoolConfidence,Instagram,Canada
Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. ,Sad,2023-09-28 22:00:00,41.0,21.0,#ProjectStruggles #HighSchoolHardships,Facebook,UK
Experiencing hate comments for expressing personal opinions. Online negativity prevails. ,Hate,2023-09-29 15:45:00,48.0,24.0,#OnlineOpinions #HighSchoolCriticism,Twitter,USA
Having a string of bad luck with constant technology malfunctions. Tech troubles galore! ,Bad,2023-09-30 18:20:00,43.0,22.0,#TechIssues #HighSchoolTech,Instagram,Canada
Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. ,Sad,2023-10-01 14:15:00,39.0,20.0,#MissedMoments #HighSchoolRegret,Facebook,UK
Trying out a new study technique for upcoming exams. Exploring different learning strategies. ,Neutral,2023-10-02 16:45:00,42.0,23.0,#StudyStrategies #HighSchoolExams,Instagram,USA
Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. ,Neutral,2023-10-03 12:30:00,50.0,26.0,#EnvironmentalEfforts #HighSchoolCommunity,Twitter,Canada
Sharing favorite book recommendations with classmates. Building a mini book club. ,Neutral,2023-10-04 18:20:00,38.0,19.0,#BookClub #HighSchoolReads,Facebook,UK
Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. ,Neutral,2023-10-05 14:15:00,43.0,21.0,#BakingAdventures #HighSchoolBakes,Instagram,USA
Collaborating on a school project with peers. Teamwork makes the dream work. ,Neutral,2023-10-06 17:30:00,36.0,18.0,#Teamwork #HighSchoolProjects,Twitter,Canada
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. ,Neutral,2023-10-07 20:45:00,45.0,22.0,#SchoolClubs #HighSchoolInterests,Instagram,UK
Exploring a new part-time job opportunity for gaining work experience. Career development in progress. ,Neutral,2023-10-08 15:15:00,48.0,24.0,#CareerDevelopment #HighSchoolJobs,Facebook,USA
Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. ,Neutral,2023-10-09 22:00:00,40.0,20.0,#SchoolEvents #HighSchoolConnectivity,Twitter,Canada
Exploring a new hobby of photography during free time. Capturing moments through a lens. ,Neutral,2023-10-10 14:15:00,49.0,25.0,#PhotographyJourney #HighSchoolHobbies,Instagram,UK
Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. ,Neutral,2023-10-11 16:45:00,37.0,19.0,#ScienceFair #HighSchoolScience,Facebook,USA
Attending a workshop on time management to enhance organizational skills. Striving for efficiency. ,Neutral,2023-10-12 18:20:00,44.0,23.0,#EfficiencyGoals #HighSchoolSkills,Twitter,Canada
Volunteering at a local charity event to give back to the community. Contributing to social causes. ,Neutral,2023-10-13 12:30:00,39.0,20.0,#CommunityService #HighSchoolVolunteer,Instagram,UK
Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. ,Neutral,2023-10-14 17:30:00,35.0,18.0,#TeamSpirit #HighSchoolProjects,Facebook,USA
Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. ,Neutral,2023-10-15 20:45:00,43.0,22.0,#DebateSkills #HighSchoolIntellect,Twitter,Canada
Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around! ,Happy,2023-10-16 15:45:00,52.0,27.0,#SurpriseParty #HighSchoolCelebration,Instagram,UK
Successfully completing a challenging coding project. Excitement for overcoming coding hurdles! ,Happy,2023-10-17 12:30:00,48.0,24.0,#CodingTriumph #HighSchoolTech,Twitter,USA
Attending a school talent show to support classmates. Applauding the diverse talents on display! ,Happy,2023-10-18 16:45:00,38.0,19.0,#TalentShow #HighSchoolEntertainment,Facebook,Canada
"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes! ",Happy,2023-10-19 18:20:00,42.0,21.0,#NatureAdventures #HighSchoolFriends,Instagram,UK
Winning a friendly sports competition against rival schools. Victory celebrations in full swing! ,Happy,2023-10-20 14:15:00,50.0,26.0,#SportsTriumph #HighSchoolAthletics,Twitter,USA
Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe! ,Happy,2023-10-21 17:30:00,45.0,23.0,#GlobalFriendship #HighSchoolCorrespondence,Facebook,Canada
Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity! ,Happy,2023-10-22 20:45:00,43.0,22.0,#ArtCollaboration #HighSchoolCreativity,Instagram,UK
Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes! ,Happy,2015-11-10 16:45:00,44.0,23.0,#ArtisticExpression #HighSchoolCreativity,Instagram,USA
Achieving a personal best in a track and field competition. The thrill of victory and self-improvement! ,Happy,2016-09-14 12:30:00,51.0,26.0,#AthleticAchievement #HighSchoolSports,Twitter,Canada
Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles! ,Happy,2017-08-18 18:20:00,39.0,20.0,#ScienceFairWinner #HighSchoolScience,Facebook,UK
"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company! ",Happy,2018-06-22 14:15:00,48.0,25.0,#SurpriseCelebration #HighSchoolFriendship,Instagram,USA
Successfully fundraising for a school charity initiative. The joy of giving back to the community! ,Happy,2019-04-05 17:30:00,42.0,22.0,#CommunityGiving #HighSchoolPhilanthropy,Twitter,Canada
"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food! ",Happy,2020-02-29 20:45:00,43.0,21.0,#CulturalCelebration #HighSchoolUnity,Facebook,UK
"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces! ",Happy,2020-11-15 15:15:00,47.0,24.0,#VirtualEntertainment #HighSchoolPositivity,Instagram,USA
